,Date,HOUR_BIN,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex
0,1/1/2018,0,-11.575,-16.85,-17.325,62.4725,0,0,0,0,32.56666667,9.35,304.25,1026.925,0,16,0,,0
1,1/1/2018,4,-11.975,-16.6,-16.475,69.245,0,0,0,0,35.26666667,7.775,292.75,1027.925,0.05,16,16.25,0.15,0
2,1/1/2018,8,-9.025,-13.35,-15.475,60.3375,0,0,0,0,45.1,8.35,305.5,1028.5,0.25,15.525,330.25,1.175,3.5
3,1/1/2018,12,-5.15,-8.175,-16.25,41.53,0,0,0,0,31.85,7.075,320.5,1027.15,0.2,16,296.75,1.075,3.25
4,1/1/2018,16,-6.35,-9.775,-14.9,50.9925,0,0,0,0,42.975,7.775,305.75,1027.75,0.2,16,2.5,0,0
5,1/1/2018,20,-7.433333333,-14.83333333,-13.36666667,62.41666667,0,0,0,0,35.03333333,21.4,270,1027.666667,0.2,16,0,,0
6,1/2/2018,0,-8.775,-15.6,-14.25,64.44,0,0,0,0,32.975,17.4,266.25,1028.25,0.1,16,0,,0
7,1/2/2018,4,-8.65,-15.45,-13,70.765,0,0,0,0,33.15,17.125,267.5,1029.175,1.3,16,40,0.2,0
8,1/2/2018,8,-6.225,-12.6,-12.225,62.905,0,0,0.24,0.8975,36.775,17.525,260.75,1029.85,0.45,16,321.25,1.15,3.25
9,1/2/2018,12,-2.15,-7.95,-11.3,49.57,0,0,0,0.73,33.4,19.925,260.5,1027.025,1.05,16,290.5,1.05,3
10,1/2/2018,16,-4.175,-11.075,-10.875,59.6975,0,0,0,0.5625,40.7,24.025,259.75,1026.625,0.35,16,3,0,0
11,1/2/2018,20,-6.033333333,-13.03333333,-12.53333333,60.05,0,0,0,0.42,34.83333333,21.2,269.6666667,1026.7,0.133333333,16,0,,0
12,1/3/2018,0,-7.2,-14.075,-13.5,60.8625,0,0,0,0.23,31.5,19,259.75,1026.975,0.2,16,0,,0
13,1/3/2018,4,-7.525,-12.95,-13.8,61.0075,0,0,0,0.0625,,12.1,250,1026.75,0.625,16,38.5,0.2,0
14,1/3/2018,8,-5.05,-8.9,-12.9,54.6225,0.47025,75,0.13,0.315,66.26666667,8.75,273,1026.525,0.725,16,293.75,1.05,2.75
15,1/3/2018,12,-0.775,-4.1,-13.125,38.855,0.58625,100,0.125,0.81,64.425,10.675,207.5,1022.725,0.9,16,240.5,0.875,2.5
16,1/3/2018,16,-1.575,-5.125,-9.475,55.4325,0.294,50,0.1275,1.315,68.4,10,142.25,1021.3,0.925,16,2.25,0,0
17,1/3/2018,20,-0.833333333,-5.066666667,-6.533333333,65.22,0,0,0.126666667,1.75,,13.3,51.33333333,1018.566667,18.23333333,16,0,,0
18,1/4/2018,0,-0.4,-5.075,-8.825,53.145,0,0,0.1275,2.3125,29.6,16.075,47,1010.8,48.275,16,0,,0
19,1/4/2018,4,-2.725,-7.025,-5.95,79.2825,0.11925,100,0.1275,2.8125,38.975,12.425,286.25,1001.875,42.05,6.325,34.5,0.166666667,0
20,1/4/2018,8,-3.425,-7.775,-4.95,89.1225,0.123,100,0.5075,4.025,52.625,11.55,296,995.475,58.55,1.175,20,0.075,0
21,1/4/2018,12,-3.65,-5.95,-5.1,89.6125,0.07875,100,0.67,6.705,47.2,5.95,324.75,991.375,47.425,1.725,42,0.15,0.25
22,1/4/2018,16,-3.45,-6.975,-6.875,77.2,0.00425,25,0.67,9.385,59.175,8.675,301.25,994.325,42.5,12.8,24.75,0.075,0
23,1/4/2018,20,-5.033333333,-9.366666667,-10.03333333,67.90333333,0,0,0.67,11.73,55.36666667,10.73333333,310.3333333,998.7,48.3,16,49,0.2,0
24,1/5/2018,0,-8.475,-12.85,-13.125,68.9975,0,0,0.67,14.745,45.75,8.55,286,1002.025,1.375,16,5.75,0.1,0
25,1/5/2018,4,-10.8,-15.65,-15.725,67.0275,0,0,0.67,17.425,49.375,8.7,287.5,1006.35,0.2,16,38,0.2,0
26,1/5/2018,8,-7.75,-13.2,-13.825,61.675,0,0,0,18.255,49.425,12.3,293,1009.35,6.75,16,340.5,1.225,3.5
27,1/5/2018,12,-4.775,-9.375,-14.75,45.9175,0,0,0,17.965,48.15,11.575,301.75,1010.85,7.075,16,307,1.125,3.25
28,1/5/2018,16,-8.5,-12.8,-17.325,48.965,0,0,0,17.68,50.1,8.325,290,1014,1.225,16,2.75,0,0
29,1/5/2018,20,-10.3,-15.6,-17.16666667,57.15333333,0,0,0,17.43,41.46666667,10.2,285.3333333,1016.466667,0.2,16,0,,0
30,1/6/2018,0,-11.45,-18.5,-18.05,58.24,0,0,0,17.105,33.75,15.125,270.5,1018.725,0,16,0,,0
31,1/6/2018,4,-12.225,-21.575,-18.025,62.2675,0,0,0,16.8225,44.1,25.375,266,1020.825,0.4,16,37.75,0.166666667,0
32,1/6/2018,8,-8.55,-14.25,-17,50.805,0,0,0.18,17.415,39.575,13.3,281.25,1023.1,7.125,16,346.75,1.225,3.5
33,1/6/2018,12,-4.775,-9.625,-17.35,36.9825,0,0,0,17.3575,41.325,12.15,283.5,1023.2,0.2,16,316,1.15,3.25
34,1/6/2018,16,-10.65,-15.3,-20.025,46.1575,0,0,0,17.3,46.65,8.5,301,1026.825,0.15,16,3,0,0
35,1/6/2018,20,-12.43333333,-17,-19.63333333,55.01666667,0,0,0,17.25,41,7.466666667,300.3333333,1029.5,0,16,0,,0
36,1/7/2018,0,-13.15,-15.4,-18.925,61.75,0,0,0,17.185,34.225,4.05,329,1031.85,0,16,0,,0
37,1/7/2018,4,-13.9,-20.125,-19.25,63.885,0,0,0,17.13,37.1,11.05,271.25,1034.2,0.1,16,37.5,0.166666667,0
38,1/7/2018,8,-9.1,-14.675,-17.45,51.0575,0,0,0,16.9525,27.7,11.6,253.75,1036.075,0.375,16,346.5,1.225,3.5
39,1/7/2018,12,-2.825,-7.55,-15.275,37.79,0,0,0,16.71,,13.575,248.25,1032.95,0.6,16,315.5,1.15,3.25
40,1/7/2018,16,-7.35,-14.05,-15.475,52.3,0,0,0,16.4675,40.25,17.75,237.5,1031.375,11.55,16,3,0,0
41,1/7/2018,20,-7.6,-15.33333333,-14.56666667,57.61,0,0,0,16.25,33.5,23.13333333,236.6666667,1029.6,46.33333333,16,0,,0
42,1/8/2018,0,-6.8,-14.025,-12.5,63.915,0,0,0,15.98,34.1,21.275,241,1026.925,48.475,16,0,,0
43,1/8/2018,4,-6.55,-12.525,-12.125,64.4125,0.29425,25,0,15.7325,55.65,15.325,234.75,1025.2,13.3,16,40.5,0.166666667,0
44,1/8/2018,8,-3.775,-9.1,-10.45,59.9025,0,0,0,15.46,48.6,15.3,244.75,1023.125,2.425,16,175.5,0.625,2
45,1/8/2018,12,-1.325,-6.075,-8.55,57.8525,0.00425,25,0,15.1675,30.6,15.475,247.75,1018.65,37.4,15.5,103,0.375,0.75
46,1/8/2018,16,-1.05,-6,-5.525,71.7675,0.07875,75,0,14.8725,29.5,16.75,264.75,1018.475,48.5,15.475,1.75,0,0
47,1/8/2018,20,-0.633333333,-5.233333333,-4.4,75.65666667,0,0,0,14.61666667,27.7,15.36666667,263.3333333,1017.533333,48.5,16,32.66666667,0.2,0
48,1/9/2018,0,-0.975,-5.35,-4.7,75.9125,0,0,0,14.2875,25.9,13.775,255,1016.625,38.875,15.9,52.75,0.266666667,0
49,1/9/2018,4,-0.9,-4.65,-4.05,79.1675,0,0,0,13.9925,,11.125,258.25,1018.425,10.05,15.925,125.25,0.45,0
50,1/9/2018,8,3.9,1.85,-3.4,60.035,0,0,0,13.57,32.425,8.25,281.5,1020.9,0.05,15.925,336.75,1.2,3.5
51,1/9/2018,12,7.675,6.425,-4.55,41.665,0.058,25,0,13.07,45.5,7.775,312,1021.3,0.25,16,317.75,1.15,3
52,1/9/2018,16,4.15,2.775,-4.925,51.86,0.058,25,0,12.565,47.15,5.775,308.25,1025,0.275,16,3.75,0.1,0
53,1/9/2018,20,2.233333333,-0.4,-5.9,54.97333333,0,0,0,12.12666667,,9.3,274.6666667,1027.766667,0.2,16,0,,0
54,1/10/2018,0,0.35,-2.575,-5.55,64.8475,0,0,0,11.565,,9.075,286.5,1029.95,0.2,16,0,,0
55,1/10/2018,4,0.125,-3.275,-5.7,65.055,0,0,0,11.06,,10.525,50.25,1031.325,0.2,16,35.75,0.166666667,0
56,1/10/2018,8,2.45,-0.075,-5.65,55.035,0,0,0,10.555,72.2,9.1,132.75,1032.55,0.45,16,337.5,1.225,3.5
57,1/10/2018,12,5.3,4,-2.95,55.1825,0.53025,25,0,10.0475,77.55,6.275,132.5,1030.525,1.5,16,298,1.05,3.25
58,1/10/2018,16,3.45,3.125,-1.325,70.965,0,0,0,9.5375,63,1.675,58,1030.675,36.475,16,1.5,0,0
59,1/10/2018,20,4.133333333,2.3,0.5,77.41,0,0,0,9.09,70.2,7.433333333,210,1029.933333,63.26666667,16,0,,0
60,1/11/2018,0,4.725,2.9,1.725,81.025,0,0,0,8.5175,,8.025,221.5,1028.4,59.925,16,0,,0
61,1/11/2018,4,3.55,2.175,1.2,84.47,0,0,0,8.01,,5.775,231.5,1028.125,48.475,15.975,36.25,0.166666667,0
62,1/11/2018,8,6.825,6.275,3.55,79.825,0.058,25,0,6.67,63.9,4.1,201.25,1028.975,48.5,15.35,131.5,0.475,1.5
63,1/11/2018,12,8.45,7.9,4.325,75.395,0,0,0,5.55,56.3,4.55,210.75,1026.9,44,15.1,142.25,0.525,1.5
64,1/11/2018,16,7.925,6.375,5.8,86.385,0,0,0,4.43,48.05,9.3,68.5,1025.825,13.75,15.825,3.75,0.1,0
65,1/11/2018,20,9.766666667,9.566666667,8.1,89.25666667,0,0,0,3.45,29.5,4.633333333,60.33333333,1023.566667,29.33333333,15.9,0,,0
66,1/12/2018,0,10.45,9.9,9.225,92.2575,0,0,0,2.19,,9.15,69,1019.875,61.375,9.775,0,,0
67,1/12/2018,4,12.775,12.775,12.2,96.2225,0.00225,50,0.5175,1.6575,34.6,11.25,198.5,1016.15,48.5,11.075,3.5,0,0
68,1/12/2018,8,14.2,14.2,13.65,96.475,0.06625,100,0,2.6875,32.675,13.9,211.5,1012.7,48.375,8.2,30.5,0.125,0
69,1/12/2018,12,14.925,14.925,14.325,96.3825,1.46475,100,0,2.19,32.5,7.325,178.75,1008.325,48.5,10.65,28,0.1,0
70,1/12/2018,16,14,14,13.6,97.38,0.31,75,0,1.69,,6.2,182.5,1006.1,48.375,7.65,3,0,0
71,1/12/2018,20,13.13333333,13.13333333,13.13333333,99.84,0.707333333,100,0,1.253333333,29.2,8.266666667,104.3333333,1002.6,48.5,11.03333333,0,,0
72,1/13/2018,0,12.775,12.775,12.225,96.255,0.4315,100,0,0.69,29.6,7.775,94.5,996.6,48.5,11.85,0,,0
73,1/13/2018,4,8.525,7.725,6.975,90.0375,0.05925,50,0,0.1875,45.4,11.325,272.5,997.475,48.375,13.475,33.5,0.166666667,0
74,1/13/2018,8,0.325,-3.025,-6.625,60.4225,0.058,25,0,0,51.125,10.625,298.25,1009.65,45,16,239.75,0.875,2.25
75,1/13/2018,12,3.075,0.225,-7.5,45.8225,0.058,25,0,0,44.25,11.15,298.75,1015.375,0.5,16,326.25,1.175,3.25
76,1/13/2018,16,-2.275,-5.275,-9.475,57.8925,0,0,0,0,41.875,7.775,307.75,1022.225,0.15,15.95,3.25,0,0
77,1/13/2018,20,-4.9,-7.6,-12.93333333,53.45666667,0,0,0,0,35.1,5.9,321.6666667,1026.833333,0,16,0,,0
78,1/14/2018,0,-7.125,-11.425,-13.75,59.3825,0,0,0,0,29.5,9.1,290.25,1031.1,0,16,0,,0
79,1/14/2018,4,-8.025,-11.75,-14,62.1025,0,0,0,0,31.7,8.25,323.25,1033.825,0.375,16,33,0.166666667,0
80,1/14/2018,8,-5.175,-9.95,-13.55,52.3275,0,0,0,0,35.3,12.075,154,1037.25,0.5,16,355.75,1.275,3.5
81,1/14/2018,12,-1.575,-5.85,-14.525,36.6325,0,0,0,0,32.7,13.225,41.25,1036.225,0.475,16,348.25,1.25,3.25
82,1/14/2018,16,-3.75,-9.35,-12.95,49.1025,0,0,0,0,32.375,17.025,56.25,1037.85,0.4,16,3.5,0.1,0
83,1/14/2018,20,-6.133333333,-13.76666667,-13.43333333,56.21,0,0,0,0,38.9,25.26666667,46.66666667,1038.733333,0.3,16,0,,0
84,1/15/2018,0,-7.125,-15.125,-13.275,61.535,0,0,0,0,38.9,25.575,34.25,1038.45,8.325,16,0,,0
85,1/15/2018,4,-6.225,-13.8,-10.55,71.6175,0,0,0,0,40.7,24.175,35.75,1038.325,61.725,16,57.5,0.4,0
86,1/15/2018,8,-2.875,-9.775,-7.775,69.2525,0,0,0,0,35.3,26.3,36.25,1037.7,4.15,15.925,283.75,1.025,3
87,1/15/2018,12,0.075,-5.4,-6.8,60.0775,0,0,0,0,,22.025,53,1034.125,2.45,15.925,311.5,1.125,3
88,1/15/2018,16,-1.825,-7.25,-5.925,73.8025,0,0,0,0,,18.325,41.25,1033.8,6.9,15.975,3.25,0,0
89,1/15/2018,20,-2.8,-8.3,-6.266666667,77.13,0,0,0,0,,17.46666667,60,1033.1,2.133333333,16,0,,0
90,1/16/2018,0,-3.05,-7.325,-5.95,80.3775,0,0,0,0,,11.575,54.75,1032.475,58.75,16,0,,0
91,1/16/2018,4,-2.1,-5.675,-4.425,84.3975,0,0,0,0,,10.025,62,1032.75,61.375,16,31.25,0.133333333,0
92,1/16/2018,8,0.4,-1.975,-2.575,80.6525,0.058,25,0,0,,7.3,33.75,1032.35,48.5,15.525,124.5,0.45,1
93,1/16/2018,12,2.8,0.7,-0.65,78.2575,0,0,0,0,,7.475,73.25,1030.15,47.2,16,120.5,0.425,1.25
94,1/16/2018,16,1.225,-2.9,-1.45,82.12,0,0,0,0,,15.275,48,1029.475,47.175,16,3.5,0.1,0
95,1/16/2018,20,1.766666667,-1.933333333,-0.466666667,84.99666667,0,0,0,0,50,13.76666667,50,1028.366667,31.96666667,16,0,,0
96,1/17/2018,0,2.8,-0.975,0.85,87.04,0.0045,50,0,0,,15.325,47.25,1025.45,48.375,15.1,0,,0
97,1/17/2018,4,2.175,1.375,1.125,92.7375,0.0695,100,0,0,,2.975,246.25,1024.325,48.5,13.8,27.5,0.133333333,0
98,1/17/2018,8,1.35,-1.325,0.45,93.4675,0.08125,100,0.1275,0.3125,,8.8,284.5,1024.275,43,10.95,73.25,0.25,0.75
99,1/17/2018,12,1.2,-2.15,-1.3,83.2375,0.06,25,0.1275,0.815,27.7,11.625,283.5,1022.075,47.075,15.7,94.5,0.35,1
100,1/17/2018,16,-1.625,-5.15,-6.2,70.9125,0.058,25,0.1275,1.3125,30.6,9.85,295.75,1021.65,25.675,16,2.25,0,0
101,1/17/2018,20,-3.733333333,-6.466666667,-9.7,63.16666667,0.077333333,33.33333333,0.13,1.753333333,44.45,7.233333333,311.3333333,1021.8,42.86666667,16,0,,0
102,1/18/2018,0,-5.85,-9.7,-11.125,66.4775,0,0,0.13,2.315,32.6,8.35,302.5,1019.45,0,16,0,,0
103,1/18/2018,4,-5.8,-9.225,-10.95,66.99,0,0,0.125,2.81,25.9,8.175,289.25,1017.6,0.125,16,34,0.166666667,0
104,1/18/2018,8,-2.7,-7.2,-11.95,49.655,0,0,0,2.685,30.6,13.1,290.75,1016.775,3.775,16,346.25,1.25,3.5
105,1/18/2018,12,-0.45,-5.35,-12.725,39.0675,0,0,0,2.185,32.925,17.3,310,1013.575,3.6,16,349.25,1.25,3.5
106,1/18/2018,16,-1,-5.425,-10.875,47.08,0,0,0,1.6875,31.55,14.35,319,1015.725,0,16,4.25,0.1,0
107,1/18/2018,20,-2.6,-7.5,-11,52.43,0,0,0,1.253333333,,14.9,307.3333333,1018.233333,0,16,0,,0
108,1/19/2018,0,-3.675,-7.425,-11.05,56.435,0,0,0,0.69,,9.3,284,1017.3,0,16,0,,0
109,1/19/2018,4,-1.95,-6.225,-10.875,50.5625,0,0,0,0.1875,35.3,12.525,265,1017.65,17.85,16,7,0.033333333,0
110,1/19/2018,8,0,-4.175,-10.35,45.6675,0,0,0.99,3.8975,37.1,14.225,261.75,1018,25.25,16,218,0.8,2
111,1/19/2018,12,2.275,-0.5,-9.2,42.3875,0,0,0,3.73,,9.625,260,1015.325,21.2,16,231.25,0.85,2.5
112,1/19/2018,16,3.3,0.45,-8.075,43.2225,0,0,0,3.56,27.7,10.75,233,1015.175,21.2,16,5,0.05,0
113,1/19/2018,20,4.266666667,1.266666667,-7.266666667,42.81,0,0,0,3.416666667,35.3,12.4,234.6666667,1014.733333,9.266666667,16,0,,0
114,1/20/2018,0,3.825,0.35,-7.1,44.645,0,0,0,3.23,32.76666667,15.025,241,1012.4,7.2,16,0,,0
115,1/20/2018,4,4.4,0.45,-6.525,45,0,0,0,3.06,38.075,18.85,242.75,1011.325,11.85,16,9.75,0.033333333,0
116,1/20/2018,8,7.775,5.25,-4.775,40.7925,0,0,0,2.6875,40.025,20.775,246.75,1011.875,23.8,16,369.5,1.325,3.5
117,1/20/2018,12,10.5,9.6,-3.875,36.2125,0,0,0,2.185,40.375,23.35,262.5,1011.075,23.8,16,378,1.375,3.75
118,1/20/2018,16,8.6,6.2,-3.075,43.7375,0,0,0,1.6875,37.1,15.35,265.75,1014.45,23.8,16,49.5,0.35,0
119,1/20/2018,20,7.8,6.7,-2.8,47.16333333,0,0,0,1.253333333,35.3,7.433333333,283.6666667,1016.366667,13.4,16,0,,0
120,1/21/2018,0,6.5,5,-2.45,53.0525,0,0,0,0.69,,7.55,281,1017.9,3.6,16,0,,0
121,1/21/2018,4,6.375,4.8,-2.375,53.7025,0,0,0,0.19,,7.925,273,1019.95,9.3,16,13.75,0.066666667,0
122,1/21/2018,8,7.625,5.725,-1.8,51.3425,0,0,0,0,,10.3,311.75,1021.75,23.8,16,339.5,1.225,3.5
123,1/21/2018,12,9.6,9.175,-1.65,45.5475,0,0,0,0,,5.1,231.75,1020.35,32.95,16,312.75,1.125,3
124,1/21/2018,16,9.675,9.675,-0.275,49.975,0,0,0,0,,2,31.5,1021.225,97.75,16,7.25,0.1,0
125,1/21/2018,20,9.133333333,9.133333333,1.066666667,57.14333333,0,0,0,0,,2.666666667,143,1021.533333,100,16,0,,0
126,1/22/2018,0,6.2,5.65,2.375,76.5375,0.055,25,0,0,,4.7,40.75,1020.675,100,13.875,0,,0
127,1/22/2018,4,5.175,3.475,2.175,81.0025,0,0,0,0,,7.55,51,1020.8,100,11.05,26.75,0.133333333,0
128,1/22/2018,8,6.425,4.625,2.9,78.3375,0,0,0,0,,8.825,52.75,1022.275,80.275,7.5,177.25,0.65,1.75
129,1/22/2018,12,7.25,4.725,3.675,78.1175,0,0,0,0,25.9,13.925,57.5,1020.575,88.05,9.925,152.5,0.55,1.25
130,1/22/2018,16,4.95,1.775,3.05,87.745,0,0,0,0,,14.5,56.5,1020.65,100,8.925,3.75,0.1,0
131,1/22/2018,20,3.333333333,0.066666667,2.6,95.05,0,0,0,0,,13.26666667,52.33333333,1019.166667,82.46666667,2.233333333,0,,0
132,1/23/2018,0,3.325,2.15,2.825,96.485,0,0,0,0,,6.275,38,1014.825,94.4,4.925,0,,0
133,1/23/2018,4,6.175,4.4,5.775,97.22,0.2055,50,0,0,38.9,8.8,104.25,1009.475,79.3,2.575,28,0.133333333,0
134,1/23/2018,8,12.075,12.075,11.275,94.76,0.76775,100,0,0,34.46666667,14.425,162.5,1003.975,100,7.875,62,0.225,0.5
135,1/23/2018,12,14.525,14.525,9.85,74.2175,0.34825,50,0,0,35.3,4.975,217.5,999.75,93.65,12.9,181,0.625,1.75
136,1/23/2018,16,11.35,10.475,3.55,59.26,0.5915,25,0,0,39.23333333,20.525,283.75,1003.125,73.25,15.325,1.75,0,0
137,1/23/2018,20,7.966666667,5.166666667,-2.2,48.92,0,0,0,0,40.03333333,17.23333333,275.6666667,1006.033333,0,16,0,,0
138,1/24/2018,0,6.45,3.525,-2.175,54.08,0,0,0,0,30.96666667,15.525,259.25,1007.175,27.6,16,0,,0
139,1/24/2018,4,6.05,2.975,-2.55,54.1575,0,0,0,0,37.65,15.8,275.25,1010,98.5,16,33,0.166666667,0
140,1/24/2018,8,4.65,0.6,-4.825,50.295,0,0,0,0,35.05,20.375,295.5,1013.925,84.7,16,307.5,1.125,3.25
141,1/24/2018,12,3.625,-0.65,-6.9,46.1075,0,0,0,0,36.35,20.4,302.25,1015,65.2,16,336.75,1.2,3.25
142,1/24/2018,16,1.075,-3.6,-8.375,49.455,0,0,0,0,32.8,18.2,297.25,1018.15,25,16,4.5,0.1,0
143,1/24/2018,20,-1.5,-7,-10.3,51.12666667,0,0,0,0,41.45,19.5,314.3333333,1020.366667,4.8,16,0,,0
144,1/25/2018,0,-4.2,-9.35,-12.1,54.23,0,0,0,0,29,14,321.25,1022.125,18.6,16,0,,0
145,1/25/2018,4,-4.3,-9.9,-11.925,55.365,0,0,0,0,28.95,16.2,309.5,1025.525,13.4,16,11.75,0.033333333,0
146,1/25/2018,8,-2.15,-7.325,-14.15,39.8175,0,0,0,0,33.15,17,323.75,1028.225,9.55,16,382.75,1.375,3.75
147,1/25/2018,12,0.875,-3.525,-17.975,23.0275,0,0,0,0,28.6,16.225,324.75,1029.125,0,16,385.75,1.4,4.25
148,1/25/2018,16,-0.2,-4.65,-17.55,25.7375,0,0,0,0,33.5,15.175,318.25,1032.25,0,16,5.25,0.05,0
149,1/25/2018,20,-1.3,-4.1,-17.46666667,28.10666667,0,0,0,0,,9.366666667,352.3333333,1034.566667,38.3,16,0,,0
150,1/26/2018,0,-2.2,-4.35,-17.175,30.745,0,0,0,0,,6.425,322,1036.175,50.3,16,0,,0
151,1/26/2018,4,-2.75,-5.65,-16.725,33.19,0,0,0,0,,7.25,98.75,1038.35,1.8,16,11.75,0.033333333,0
152,1/26/2018,8,-0.275,-0.9,-14.275,33.945,0,0,0,0,,3.875,181.925,1040.1,0,16,374.5,1.35,3.75
153,1/26/2018,12,2.775,0.55,-13.075,30.115,0,0,0,0,,8.375,199.75,1037.525,1.8,16,366,1.3,3.75
154,1/26/2018,16,1.45,-2.1,-7.8,50.61,0,0,0,0,25.9,12.45,173.75,1037.3,7.2,16,6.25,0.05,0
155,1/26/2018,20,1.333333333,-2.166666667,-6,58.14,0,0,0,0,,12.5,200,1037.266667,9.266666667,16,0,,0
156,1/27/2018,0,2.65,0.775,-3,66.5025,0,0,0,0,,7.525,221.5,1034.575,7.2,16,0,,0
157,1/27/2018,4,3.2,0.15,-1.5,71.4225,0,0,0,0,,11.8,210.925,1032.9,7.2,16,12,0.066666667,0
158,1/27/2018,8,6.05,4,-2.6,54.53,0,0,0,0,28,9.775,225,1031.325,18.6,16,350.5,1.25,3.5
159,1/27/2018,12,12.3,12.3,-1.2,39.535,0,0,0,0,35.35,13.425,233.75,1026.775,23.8,16,265.75,0.975,2.75
160,1/27/2018,16,12.775,12.775,4.275,56.0475,0,0,0,0,28.3,14.275,208.25,1025.35,26.7,16,4.75,0.1,0
161,1/27/2018,20,12.2,12.2,4.266666667,58.38666667,0,0,0,0,29.7,12.26666667,181.3333333,1024.2,39.96666667,16,0,,0
162,1/28/2018,0,11.75,11.75,7.025,73.28,0.28875,50,0,0,37.1,13.825,231,1022.95,100,14.875,0,,0
163,1/28/2018,4,9.825,8.9,8.2,89.695,0.83575,100,0,0,35.3,11.2,248.25,1023.85,100,12.2,28,0.133333333,0
164,1/28/2018,8,9.425,9,7.75,89.4825,0.2815,100,0,0,,3.825,223.5,1024.875,100,13.25,48.25,0.175,0.75
165,1/28/2018,12,9.7,9.525,4.775,71.69,0.08825,25,0,0,,3.1,328.75,1023.325,99.25,16,101.75,0.375,1
166,1/28/2018,16,9.225,8.725,2.5,62.915,0.0575,25,0,0,,5,211.5,1023.625,70.775,16,3.75,0.1,0
167,1/28/2018,20,8.233333333,6.666666667,2.433333333,66.92,0,0,0,0,,9.633333333,147,1023.966667,36.7,16,0,,0
168,1/29/2018,0,6.8,3.75,0.25,63.5475,0,0,0,0,33.3,16.9,49.5,1023.625,11.05,16,0,,0
169,1/29/2018,4,5.85,1.75,-2.55,54.9175,0.36075,25,0,0,42.025,23.625,37.75,1023.275,1.15,16,33,0.166666667,0
170,1/29/2018,8,5.825,1.475,-2.775,54.0475,0,0,0.1275,0.315,37.46666667,26.475,33.25,1022.7,1.725,16,226,0.8,2.25
171,1/29/2018,12,5.925,1.725,-2.2,56.0375,0,0,0.1275,0.815,39.53333333,24.725,43.5,1019.475,43.475,16,147.5,0.525,1.5
172,1/29/2018,16,5.175,0.95,-1.45,62.4225,0,0,0.13,1.315,31.85,23.075,45.5,1017.975,48.5,16,2.75,0,0
173,1/29/2018,20,3.8,-0.766666667,-1.866666667,66.31333333,0,0,0.126666667,1.753333333,34.35,23.3,44,1016.6,48.5,16,0,,0
174,1/30/2018,0,0.6,-3.625,-1.45,86.1925,0.016,100,0.13,2.315,35.3,15.1,35.5,1014.975,48.5,11.025,0,,0
175,1/30/2018,4,0.425,-2.65,-1.2,88.9225,0.02025,100,0.13,2.8125,,10.175,119.75,1014.9,48.375,11.275,27.75,0.133333333,0
176,1/30/2018,8,1.35,-0.975,-1.2,83.015,0,0,0,2.6875,68.4,8.375,76,1014.775,47.025,15.725,137.75,0.475,1.25
177,1/30/2018,12,2.65,-0.475,-2.475,69.2725,0.06275,50,0,2.19,56.43333333,11.75,252,1013.5,47.75,15.925,163.75,0.6,1.75
178,1/30/2018,16,0.075,-2.85,-7.5,56.805,0.176,25,0,1.69,61.2,8.775,304,1017.35,48.3,16,10.25,0.05,0
179,1/30/2018,20,-2.266666667,-5.033333333,-9.166666667,59.16666667,0,0,0,1.253333333,38.86666667,7.233333333,318,1020.3,38.53333333,16,0,,0
180,1/31/2018,0,-5,-9.025,-12.275,56.8625,0,0,0,0.69,35.475,9.525,302,1022.2,0.05,16,0,,0
181,1/31/2018,4,-6.325,-10.425,-11.825,65.0925,0,0,0,0.19,28.6,9.175,277.25,1024.9,0.05,16,15.25,0.066666667,0.25
182,1/31/2018,8,-3.425,-8.325,-12.2,51.41,0,0,0,0,39.75,13.65,257.25,1025.175,0.35,16,395.5,1.425,4
183,1/31/2018,12,1.05,-2.8,-12.325,36.2,0.058,25,0,0,45.56666667,15.725,232,1021.25,0.75,16,381.25,1.4,3.75
184,1/31/2018,16,0.15,-4.575,-8.9,50.7225,0.058,25,0,0,50.55,17.075,224.25,1018.725,25.575,16,6,0.05,0
185,1/31/2018,20,0,-5.1,-7.033333333,59.22,0,0,0,0,36.06666667,19.5,239.6666667,1017.933333,16.7,16,0,,0
186,2/1/2018,0,0.375,-3.5,-5.65,64.03,0,0,0,0,27.95,12.75,228.5,1016.8,13.825,16,,,
187,2/1/2018,4,1.325,-2.4,-3.775,68.5875,0,0,0,0,,13.15,235.5,1015.4,44.475,16,12,0.05,0
188,2/1/2018,8,3.225,0,-3.025,63.6575,0,0,0,0,25.9,12.575,237.75,1014.9,20.9,16,174.25,0.625,2
189,2/1/2018,12,5.9,4.675,-3.025,52.87,0,0,0,0,,6.4,256,1012.75,3,16,186.5,0.7,2.25
190,2/1/2018,16,6.075,5,-2.225,55.4825,0.007,50,0,0,77.8,5.85,271.25,1012.55,47.2,15.95,8,0.05,0
191,2/1/2018,20,5.8,5.233333333,-0.666666667,63.33333333,0.003,33.33333333,0,0,,2.6,88.66666667,1010.9,48.13333333,15.96666667,,,
192,2/2/2018,0,3.6,0.45,2.05,89.6375,1.0635,100,0,0,,12.825,261.5,1009.125,48.5,15.675,,,
193,2/2/2018,4,0.725,-0.975,-4.05,70.6125,55.50525,75,0,0,40.525,5.6,324.25,1012.325,57.025,16,60.5,0.25,0
